0	0	933043.4
0	1000000	257358.45
1000000	1000000	784633.7
0	2000000	31930.068
1000000	2000000	106144.484
2000000	2000000	629596.9
0	3000000	18163.26
1000000	3000000	38144.832
2000000	3000000	233599.12
3000000	3000000	642786.94
0	4000000	15071.994
1000000	4000000	33476.582
2000000	4000000	137327.45
3000000	4000000	217268.2
4000000	4000000	611712.6
0	5000000	22224.246
1000000	5000000	38624.395
2000000	5000000	52297.094
3000000	5000000	50876.355
4000000	5000000	118853.91
5000000	5000000	612451.5
0	6000000	23555.434
1000000	6000000	35271.984
2000000	6000000	26966.432
3000000	6000000	23903.123
4000000	6000000	37904.434
5000000	6000000	237398.1
6000000	6000000	674135.1
0	7000000	12979.688
1000000	7000000	18272.445
2000000	7000000	26171.67
3000000	7000000	25871.262
4000000	7000000	37026.984
5000000	7000000	67106.8
6000000	7000000	134336.25
7000000	7000000	615889.06
0	8000000	8634.762
1000000	8000000	10533.413
2000000	8000000	20090.457
3000000	8000000	22022.861
4000000	8000000	28311.594
5000000	8000000	29558.926
6000000	8000000	35104.895
7000000	8000000	149047.52
8000000	8000000	649272.94
0	9000000	10871.115
1000000	9000000	13558.684
2000000	9000000	16754.762
3000000	9000000	16223.295
4000000	9000000	19805.277
5000000	9000000	26566.69
6000000	9000000	32723.816
7000000	9000000	87344.94
8000000	9000000	217639.86
9000000	9000000	628827.0
0	10000000	14994.212
1000000	10000000	18224.637
2000000	10000000	10874.294
3000000	10000000	9254.6875
4000000	10000000	10764.276
5000000	10000000	21091.809
6000000	10000000	30714.445
7000000	10000000	42227.816
8000000	10000000	49697.504
9000000	10000000	130471.96
10000000	10000000	683829.94
0	11000000	7779.3765
1000000	11000000	9888.393
2000000	11000000	16012.203
3000000	11000000	15865.117
4000000	11000000	18724.402
5000000	11000000	19133.266
6000000	11000000	18708.973
7000000	11000000	35275.848
8000000	11000000	39733.523
9000000	11000000	53334.97
10000000	11000000	158000.03
11000000	11000000	603470.5
0	12000000	5071.3477
1000000	12000000	5846.615
2000000	12000000	18265.959
3000000	12000000	21027.184
4000000	12000000	24947.812
5000000	12000000	14973.4
6000000	12000000	12047.803
7000000	12000000	22769.426
8000000	12000000	30815.69
9000000	12000000	28238.385
10000000	12000000	36762.582
11000000	12000000	142766.98
12000000	12000000	681858.9
0	13000000	6255.169
1000000	13000000	7927.3174
2000000	13000000	15548.641
3000000	13000000	15701.272
4000000	13000000	18301.926
5000000	13000000	15952.29
6000000	13000000	14309.094
7000000	13000000	24659.152
8000000	13000000	26632.49
9000000	13000000	27354.623
10000000	13000000	36022.367
11000000	13000000	95979.875
12000000	13000000	169754.55
13000000	13000000	591324.4
0	14000000	12817.946
1000000	14000000	15551.265
2000000	14000000	7868.2656
3000000	14000000	6376.001
4000000	14000000	7075.0513
5000000	14000000	15260.797
6000000	14000000	19816.805
7000000	14000000	17732.941
8000000	14000000	14344.506
9000000	14000000	21203.277
10000000	14000000	46062.457
11000000	14000000	36358.26
12000000	14000000	32774.242
13000000	14000000	123809.71
14000000	14000000	732821.25
0	15000000	6830.6187
1000000	15000000	8703.245
2000000	15000000	18643.826
3000000	15000000	18308.898
4000000	15000000	20224.064
5000000	15000000	16132.406
6000000	15000000	13254.82
7000000	15000000	20801.484
8000000	15000000	20467.885
9000000	15000000	19652.193
10000000	15000000	17867.05
11000000	15000000	35492.19
12000000	15000000	42220.953
13000000	15000000	71176.19
14000000	15000000	104883.47
15000000	15000000	629624.8
0	16000000	9493.923
1000000	16000000	11981.665
2000000	16000000	16758.635
3000000	16000000	15437.772
4000000	16000000	15927.429
5000000	16000000	16109.687
6000000	16000000	14358.988
7000000	16000000	17777.893
8000000	16000000	15640.028
9000000	16000000	16860.246
10000000	16000000	18546.81
11000000	16000000	24921.045
12000000	16000000	25003.695
13000000	16000000	36679.15
14000000	16000000	45370.984
15000000	16000000	155259.97
16000000	16000000	570073.1
0	17000000	8286.606
1000000	17000000	10082.255
2000000	17000000	14789.421
3000000	17000000	14056.518
4000000	17000000	14072.083
5000000	17000000	12578.396
6000000	17000000	11614.301
7000000	17000000	11863.458
8000000	17000000	11781.983
9000000	17000000	12686.07
10000000	17000000	13836.259
11000000	17000000	15173.947
12000000	17000000	17694.885
13000000	17000000	19937.67
14000000	17000000	24384.11
15000000	17000000	43764.465
16000000	17000000	164653.4
17000000	17000000	653385.5
0	18000000	5672.4434
1000000	18000000	5654.2783
2000000	18000000	8738.891
3000000	18000000	8866.813
4000000	18000000	10250.969
5000000	18000000	9330.831
6000000	18000000	8276.723
7000000	18000000	10555.207
8000000	18000000	10846.386
9000000	18000000	10273.693
10000000	18000000	10398.496
11000000	18000000	13867.894
12000000	18000000	16459.293
13000000	18000000	17957.352
14000000	18000000	16728.346
15000000	18000000	30797.191
16000000	18000000	66252.29
17000000	18000000	183771.67
18000000	18000000	601345.9
0	19000000	4242.096
1000000	19000000	4404.561
2000000	19000000	8184.6895
3000000	19000000	8918.778
4000000	19000000	10530.936
5000000	19000000	8242.843
6000000	19000000	6980.9243
7000000	19000000	10603.041
8000000	19000000	11622.24
9000000	19000000	9552.635
10000000	19000000	8217.15
11000000	19000000	13847.392
12000000	19000000	16437.312
13000000	19000000	17555.793
14000000	19000000	12100.089
15000000	19000000	24786.342
16000000	19000000	32378.35
17000000	19000000	42720.387
18000000	19000000	171179.14
19000000	19000000	642270.94
0	20000000	4231.454
1000000	20000000	4192.008
2000000	20000000	9139.276
3000000	20000000	10064.031
4000000	20000000	11696.966
5000000	20000000	8331.255
6000000	20000000	6700.3535
7000000	20000000	10296.746
8000000	20000000	11251.698
9000000	20000000	9206.995
10000000	20000000	7775.873
11000000	20000000	13086.359
12000000	20000000	16015.496
13000000	20000000	15940.489
14000000	20000000	10357.642
15000000	20000000	21025.695
16000000	20000000	24436.727
17000000	20000000	29356.775
18000000	20000000	66086.18
19000000	20000000	163024.55
20000000	20000000	639925.3
0	21000000	5256.943
1000000	21000000	5195.0303
2000000	21000000	7667.454
3000000	21000000	7933.6235
4000000	21000000	9513.118
5000000	21000000	8716.889
6000000	21000000	8091.132
7000000	21000000	10353.316
8000000	21000000	10201.454
9000000	21000000	9423.109
10000000	21000000	9148.976
11000000	21000000	12325.152
12000000	21000000	12920.758
13000000	21000000	14423.797
14000000	21000000	12383.841
15000000	21000000	17231.04
16000000	21000000	21997.111
17000000	21000000	24944.707
18000000	21000000	52965.63
19000000	21000000	75344.34
20000000	21000000	154991.69
21000000	21000000	566643.75
0	22000000	4719.576
1000000	22000000	4384.612
2000000	22000000	7223.523
3000000	22000000	7847.2803
4000000	22000000	9109.907
5000000	22000000	8193.301
6000000	22000000	7242.1255
7000000	22000000	9915.373
8000000	22000000	9609.179
9000000	22000000	9071.04
10000000	22000000	8111.073
11000000	22000000	11579.549
12000000	22000000	11973.025
13000000	22000000	13519.57
14000000	22000000	10606.048
15000000	22000000	15439.807
16000000	22000000	16500.996
17000000	22000000	16793.465
18000000	22000000	28805.973
19000000	22000000	38433.33
